CODIGO,UBICACION,PRODUCTO,DESCRIPCION,MARCA,MODELO,STOCK,OBSERVACIONES,IMAGEN,FECHA DE INGRESO,,,,,,,,,
S0535,AREA OFICINA,JUMPER,"Jumper de Fibra Óptica Simplex, Monomodo, con Conectores SC/UPC-SC/APC, de 10 Metros, CABLE AMARRILO, CONECTORES VERDE/AZUL",FIBERHOME,OFCSC/UPCSC/APCS3010,26,Se coloca atrás del lugar del ing. Cesar,,18/11/2023,,,,,,,,,
S0536,AREA OFICINA,JUMPER,"Jumper de Fibra Óptica Simplex, Monomodo, con Conectores SC/APC-SC/APC, 10 metros, CABLE AMARILLO, CONECTORES VERDE/AZUL",FIBERHOME,OFCSC/APCSC/APCS3010,32,Se coloca atrás del lugar del ing. Cesar,,18/11/2023,,,,,,,,,
S0537,,FUENTE DE PODER,"OLT Fuente de alimentación dedicada de 220 V a 48 V 30 A, FUENTE DE PODER PARA OLR",HUAWEI,ETP4830,8,,,01/06/2023,,,,,,,,,
S0538,AREA A,PUNTO DE ACCESO,"Punto de acceso para exterior Wi-Fi 802.11 ac 1.27 Gbps, Wave-2, MU-MIMO 2x2:2 con administración desde la nube gratuita o stand-alone.",GRANDSTREAM,GWN7605LR,1,,,14/12/2023,,,,,,,,,
S0539,AREA A,SATELUITE,"Satélite Gtmedia Freesat 1080p Hd Gtmedia V8 Finder De 2 Met, VERDE",GTMEDIA,V8FINDER2,2,,,14/12/2023,,,,,,,,,
S0540,AREA A,SWITCH,Switch Gigabit Administrable / 24 puertos 10/100/1000 Mbps + 4 Puertos SFP Uplink / Compatible con GWN Cloud.,GRANDSTREAM,GWN7803,1,,,21/11/2023,,,,,,,,,
S0541,,EXTENSION,"EXTENSION ELECTRICA USO RUDO POLARIZADA PARA INTERIOR, 16AWG 13 A, NARANJA, 10 M. ",VOLTECK,ER-10X16,1,,,14/12/2023,,,,,,,,,
S0542,,ANTENA EXTERIOR,"Antena Hd Zona Difícil Recepción 40elem Master Tvant-25elem, ANTENA EXTERIOR DIGITAL PARA ALTA DEFINICION",MASTER,TVANT-25ELEM,3,,,16/11/2023,,,,,,,,,
S0543,AREA B,CABLE,"CABLE DB 9, DB-9 MACHO A DB-9 HEMBRA, COLOR NEGRO 1 M.",S/M,S/M,2,,,20/12/2023,,,,,,,,,
S0544,AREA B,CABLE,"Cable Impresora, Cable USB 2.0 Tipo B a USB Tipo A 1.5M para Impresora de Escáner HP, Canon, Lexmark, Epson, DELL, Xerox o Samsung, Entre Otros (1.5 Metros)",S/M,S/M,2,1,,12/12/2023,,,,,,,,,
S0545,AREA B,GUANTES,"GUANTES DE NYLON RECUBIERTOS DE POLIURETANO, ALTA SENSIBILIDAD, TALLA CHICA",TRUPER,GU-111,1,,,12/12/2023,,,,,,,,,
S0546,AREA B,CABLE,"CABLE DE DB9 A DB25, 9 PINES A 25 PINES, COLOR NEGRO DE 1 M.",S/M,S/M,1,,,12/12/2023,,,,,,,,,
S0547,AREA A,INYECTOR POE,"Inyector PoE Pasivo 48vcc Gigabit para APs Grandstream hasta 24W GWN7605, GWN7605LR, GWN7615, GWN7630, GWN7630LR, GWN7660, GWN7660LR y GWN7664.",GRANDSTREAM,G0720480050,1,,,12/12/2023,,,,,,,,,
S0548,AREA A,ROUTERBOARD,"RouterBoard, CPU 2 Núcleos, 10 Puertos Gigabit Ethernet, 1 Puerto SFP, 1 GB Memoria, Licencia Nivel 5, Montaje Rack",MIKROTIK,RB3011UIASRM,1,,,20/12/2023,,,,,,,,,
S0549,AREA A,SWITH,"Cloud Router Switch CRS317-1G-16S+RM 16 Puertos SFP+, 1 Puerto Gigabit Ethernet",MIKROTIK,CRS3171G16SRM,1,,,20/12/2023,,,,,,,,,
S0550,AREA EX,GABINETE,"Gabinete de Pared Fijo, Puerta Perforada, Rack 19in, de 12 Unidades de Rack",LINKEDPRO BY EPCOM,SR1912GFPVR2,1,,,20/12/2023,,,,,,,,,
S0551,,PIJAS,"PIJAS AUTOTALADRANTES, 1/2""",S/M,TLK8X12,0,,,20/12/2023,,,,,,,,,
S0552,,CLAVO,"CLAV DE 1 1/2""",S/M,S/M,500,,,20/12/2023,,,,,,,,,
S0553,AREA A,CAMARA,CAMARA: AUDIO POR COAXITRON / Turret TURBOHD 1080p / Imagen a Color 24/7 / Lente 2.8 mm / ColorVu Lite / Luz Blanca 20 mts / Uso Interior / Policarbonato,HILOOK,THCT129PS,0,,,22/12/2023,,,,,,,,,
S0554,AREA A,FUENTE DE ALIMENTACIÓN,Fuente de Alimentación de 4 Salidas de 11 - 15 Vcc / 5 Amper / Voltaje de Entrada 110- 240 Vac / Fusible Termico PTC Integrado para Protección / Salida de Voltaje Inteligente hasta 3 Amper por Salida,EPCOM POWERLINE,	PS12DC4C,0,,,22/12/2023,,,,,,,,,
S0555,AREA A,DVR,DVR 4 Canales TurboHD + 2 Canales IP / 4 Megapixel Lite / Audio por Coaxitron / 1 Bahia de Disco Duro / H.265+ / Salida de Video en Full HD,HiLook by HIKVISION,DVR204QK1(C)(S),0,,,22/12/2023,,,,,,,,,
S0556,AREA A,SOPORTE VERTICAL PARA LAPTOP,"SOPORTE VERTICAL PARA LAPTOP ADECUADO PARA ESCRITORIO ANCHURA AJUSTABLE (12-26 MM) AMPLIA COMPATIBILIDAD ANTIARANAZOS, DESLIZANTE, AJUSTABLE MEDIANTE TORNILLOS, COLOR PLATA, ALUMINIO MAS SILICONA.",UGREEN,20471,2,,,45343,,,,,,,,,
S0557,AREA B,ADAPTADOR,ADAPTADOR Vca-Vcc,EPCOM POWER LINE,PS12DC4KV,1,,,04/01/2024,,,,,,,,,
S0558,AREA D,CABLE OPTICO ACTIVO,"AOC (CABLE OPTICO ACTIVO), 2m (7ft) Generic Compatible 10G SFP+ Active Optical Cable, COLOR NARANJA",FS,SFPP-AO02,2,,,04/01/2024,,,,,,,,,
S0559,AREA B,DACC,MikroTik Compatible Q+DA0001 1m QSFP+ 40G,MIKROTIK,Q+DA0001,1,,,04/01/2024,,,,,,,,,
S0560,AREA EX4,CONECTORES,FIELD ASSEMBLY CONNECTOR,ZTT,SC/APC-SM,1000,1104,,05/01/2024,,,,,,,,,
S0561,AREA EX3,FUENTE DE ALIMENTACION,MODULO DE LA CORRIENTE ALTERNA DE LA FUENTE DE ALIMENTACION ,HUAWEI,PAC240S56,20,,,05/01/2024,,,,,,,,,
S0562,AREA EX 2,SOPORTE DE SERVICIO,"EchoLife EG8084P, GPON/XG (S)PON ONU",HUAWEI,H87ZEG808AP01,18,12 CAJAS COMPLETAS Y 8 INCOMPLETAS,,05/01/2024,,,,,,,,,
S0563,AREA EX,CABLE ,COAX CABLE RG6 TRISHIELD 77% BEIGBE,CABLENETWORK,CNA6T7RG4,10,,,05/01/2024,,,,,,,,,
S0564,EXT E ,BANDOLA,BANDOLA DE LINIERO C/GANCHO 444.D 2.3 M,TULMEX,529523D,5,,,05/01/2024,,,,,,,,,
S0565,AREA EX,CINTURON DE LINIERO ,CINTURON DE LINIERO S/COJIN,TULMEX,520342,5,,,05/01/2024,,,,,,,,,
S0566,,ROUTER,ROUTER RB5009 SERIES,MIKROTIK,RB5009UGSIN,1,Se coloca atrás del lugar del ing. Cesar,,05/01/2024,,,,,,,,,
S0567,,ROUTERBOARD,RB4011 SERIES,MIKROTIK,RB4011iGSRM,1,Se coloca atrás del lugar del ing. Cesar,,05/01/2024,,,,,,,,,
S0568,AREA OFICINA,RUTEADOR PARA RED INALAMBRICA,"ONU GPON, WIFI 2.4 GHZ, 2 PUERTOS GIGABIT + 2 PUERTOS FAST ETHERNET, CONECTOR SC/UPC",FIBERHOME,HG6543C,1,Se coloca atrás del lugar del ing. Cesar,,08/01/2024,,,,,,,,,
S0569,AREA OFICINA,ROUTER,"ONU Dual G/EPON con Wi-Fi en 2.4 GHz + 1 puerto LAN Gigabit + 1 puerto LAN Fast Ethernet, hasta 300 Mbps vía inalámbrico",V-SOL,V2802-GW,2,Se coloca atrás del lugar del ing. Cesar,,08/01/2024,,,,,,,,,
S0570,AREA OFICINA,ROUTER,AC1200 Wi-Fi 5 GPON VoIP Gateway ONT,TP-LINK,XC220-G3v,1,Se coloca atrás del lugar del ing. Cesar,,08/01/2024,,,,,,,,,
S0571,AREA OFICINA,ROUTER,ONU - GPON Router inalámbrico 2.4 GHz / 1 puerto GPON SC-APC / 2 puertos LAN (1 GE/ 1 FE) / 1 puerto POTS (FXS) / Soporta AGINET,TP-LINK,XN020-G3V,1,Se coloca atrás del lugar del ing. Cesar,,08/01/2024,,,,,,,,,
S0572,AREA OFICINA,ROUTER,XPON 1GE+1FE+CATV+WIFI ONU,SY-FIBER,SYP-GWV402,1,Se coloca atrás del lugar del ing. Cesar,,08/01/2024,,,,,,,,,
S0573,AREA OFICINA,ROUTER,XPON 1GE + 1FE+ CATV+ WIFI ONU,SY FIBER,SYP-GWC202,1,Se coloca atrás del lugar del ing. Cesar,,08/01/2024,,,,,,,,,
S0574,AREA OFICINA,ROUTER,Router Inalámbrico MU-MIMO AC1900,TP-LINK,ARCHER C80,1,Atrás del Ing. Cesar,,08/01/2024,,,,,,,,,
S0575,AREA OFICINA,CORTADORA,CORTADORA DE FIBRA OPTICA DE ALTA PRECISION ,FIVER CLEAVER,AUA-X01,2,SE REPITE CON LA CLAVE S0587,,08/01/2024,,,,,,,,,
S0576,AREA OFICINA,CONECTORES,Conector RJ45 para Cable FTP/STP Categoría 5E - Blindado,UBIQUITI NETWORKS,TC-CON,96,100   Atrás del Ing. Cesar,,08/01/2024,,,,,,,,,
S0577,AREA OFICINA,ADAPTADOR,Adaptador de Pared de 12 Vcc @ 500 mA / Uso en Interior / Múltiples Usos,EPCOM POWERLINE,PLDC500,1,Atrás del Ing. Cesar,,08/01/2024,,,,,,,,,
S0578,AREA OFICINA,MODULO TRANSCEPTOR,"Módulo transceptor/Transceiver óptico compatible con Extreme, 100GBASE-ER4 QSFP28 1310nm 40km DOM LC dúplex SMF",HUAWEI,QSFP28-ER4-100G,2,Atrás del Ing. Cesar,,08/01/2024,,,,,,,,,
S0579,AREA OFICINA,RECEPTOR DE SATELITE DIGITAL ,"GTMEDIA V8 NOVA azul Full HD 1080P DVB-S2 FTA receptor de satélite digital compatible con H.265, PowerVu, llave biss, WiFi incorporado",GTMEDIA,GTB623-4D4,1,Atrás del Ing. Cesar,,08/01/2024,,,,,,,,,
S0580,AREA OFICINA,TARJETA DE SERVICIO,Tarjeta de Servicio de 16 puertos GPON para OLTs Huawei EA5800,HUAWEI,H903GPHF,4, 3 Atrás del Ing. Cesar,,08/01/2024,,,,,,,,,
S0581,AREA OFICINA,GPON BOARD,"Huawei H806GPFD 16-port GPON OLT interface board with C+ module, apply to Huawei MA5608T/MA5680T/MA5683T",HUAWEI,H806GPFD,1,4  Atrás del Ing. Cesar,,08/01/2024,,,,,,,,,
S0582,AREA OFICINA,EPON GPON ONU, XPON ONU POWER ,-------,HG8310M,51,6    Atrás del Ing. Cesar, ,08/01/2024,,,,,,,,,
S0583,AREA OFICINA,ROLLO TERMICO,"Roltec Rollo de Papel Térmico, 80 x 70mm, 50 Rollos",ROLTEC, 38740318,45,43 Atrás del Ing. Cesar,,09/01/2024,,,,,,,,,
S0584,AREA OFICINA,BANDOLA,BANDOLA AMARILA AJUSTABLE,JYRSA,SS-BA,1,Atrás del Ing. Cesar,,09/01/2024,,,,,,,,,
S0585,AREA OFICINA,MALETIN NEGRA,"MOCHILA NEGRA CONTIENE: 1 TIJERA, 1 PINZA DE 3 NIVELES PARA FIBRA OPTICA, 1 CLEANER PEN SC,  1MEDIDOR, 1 MINI VISUAL DE LASER",----,----,5,Atrás del Ing. Cesar,,09/01/2024,,,,,,,,,
S0586,AREA OFICINA,CINTURON ,HAWK CINTURON PORTA HERRAMIENTAS T40 732-40,HAWK,----,1,Atrás del Ing. Cesar,,09/01/2024,,,,,,,,,
S0587,AREA OFICINA,FIBER CLEAVER,"FIBER CLEAVER, CABLE CUTTING ",---,AUA-X01,2,Atrás del Ing. Cesar,,09/01/2024,,,,,,,,,
S0588,AREA BAJA,PERRO HIERRO MALEABLE,PER2 Perro Hierro Maleable 3/16,SURTEK,,60,,,12/01/2024,,,,,,,,,
S0589,AREA A,XPON ONU,GPON ONT-ONU C-DATA FD504GW WIFI AC / 1 PUERTO GPON SC-UPC / 4 PUERTOS GIGABIT ETHERNET / WIFI AC 2X2 MIMO / FRECUENCIA DE 2.4GHz Y 5 GHz,C-DATA,FD504GW-DX-R461,42,,,12/01/2024,,,,,,,,,
S0590,AREA OFICINA,ROUTER,ONU Dual EPON/GPON / 8 Puertos PoE 802.3at Gigabit / Wi-Fi Doble banda 2.4 y 5 GHz / 1 Puerto SC/UPC,V-SOL,ICT3310DPS8G2NAC,1,Atrás del Ing. Cesar,,23/01/2024,,,,,,,,,
S0591,AREA OFICINA,MODULO TRANSCEPTOR,"MODULO TRANSCEPTOR DE 20 KM AZUL-MORADO, PAR",FS,SFP-10G-BX,1,,,,,,,,,,,,
S0592,,CAJA DE DISTRIBUCIÓN,"Caja de Distribución de Fibra Óptica Horizontal, hasta 96 empalmes, Exterior IP68, 3 Puertos de entrada y Salida", LINKEDPRO BY EPCOM,LP-FOSCH96-3,2,,,23/01/2024,,,,,,,,,
S0593,,CIERRE DE EMPALME,"Cierre de Empalme para 24 fusiones de fibra óptica, Interior/Exterior, con 8 acopladores SC/APC y splitter 1x8, IP65", FIBERHOME,GFS8G,30,,,23/01/2024,,,,,,,,,
S0594,,GABINETE,"Gabinete para Montaje en Pared Fijo, con 9 Unidades de Rack, de 19in, Puerta de Cristal Templado, Fabricado en Acero",LINKEDPRO BY EPCOM,SR1909GFP,1,,,23/01/2024,,,,,,,,,
S0595,AREA B,SPLITTER,SPLITTER 1X2 G657A2 900UM S/CON,INCOM,SP1X2A2BN/BN2,10,,,09/02/2024,,,,,,,,,
S0596,AREA B,SPLITTER,SPLITTER PLC 1X8 RIBBON G657A2S/CONEC,INCOM,SP1X8A2AN/RN2,4,,,09/02/2024,,,,,,,,,
S0597,AREA B,PREPARADORA PARA ACOMETIDA,PREPARADORA PARA ACOMETIDA DE CABLE COAXIAL 59 6 SDT. TRI QUAD N48,CABLEMATIC,SDT596250,1,,,09/02/2024,,,,,,,,,
S0598,AREA B,CRIMPADORA,CRIMPADORA O PONCHADORA UNIVERSAL PARA CONECTORES ftF ft/BNC/RCA,JONARD,CT200,1,,,09/02/2024,,,,,,,,,
S0599,AREA D,CORTADORA DE PRECISION,CORTADORA DE PRECISION DE 3 PASOS S/N COLECTOR DE RESIDUOS PARA CORTE DE FIBRA DE 125 UM,ICOPTIKS,ICOCBP/1,1,,,09/02/2024,,,,,,,,,
S0600,AREA B,MINI CIERRE DE REPARACION,MINI CIERRE DE REPARACION FTTH PARA 2 FUSIONES LEYENDA FT GENERAL,ICOPTIKS,FTSHELL/02,1,,,09/02/2024,,,,,,,,,
S0601,AREA B,JUMPER,JUMPER DE FIBRA OPTICA MONOMODO SC/UPC SC/APC SIMPLEX COLOR AMARILLO 1 METRO,LINKED PRO BY EPCOM,LPFOSCUSCA01,20,33,,09/02/2024,,,,,,,,,
S0602,AREA A,SISTEMA DE ENERGIA,"UPS DE 550 VA/330W,TOPOLOGIA STANDBY,ENTRADA 120 VCA NEMA 5-15P,TIPO GABINETE COMPLETO CON 8 TOMAS NEMA 5-15R",CIBERPOWER,CP550SLG,3,1 ESTA CONECTADO EN OFICINA,,09/02/2024,,,,,,,,,
S0603,,KIT STARLINK STANDAR,STARLINK STANDAR KIT (ANTENA MATRIZ DE FASE Y UN ROUTER INALAMBRICO),STARLINK,NSEJ77890,3,,,10/02/2024,,,,,,,,,
S0604,AREA 1,Juego Manometros Refrigeracion ,"Juego de manómetros de diagnóstico de aire acondicionado profesional de 4 vías para refrigerantes R134A, R410A y R22. Diseñado para carga de CA, comprobación de diagnóstico, recuperación y evacuación.",JL-kj,MANOMETRO DE DIAGNOSTICO,1,,,15/02/2024,,,,,,,,,
S0605,AREA P3,MONTAJE,KIT DE ACCESORIO DE MONTAJE EN LINEA PARA OTB-0616AOHK APC,,OTB-0616AOHK,10,,,45348,,,,,,,,,
S0606,AREA P3,ROSETA ,"ROSETA DE TERMINACION, 4 PUERTOS SC, SOPORTA SPLITTER 1X4 CS",Cablix,OTB-0604AIW,9,,,45348,,,,,,,,,
S0607,AREA A,HD DVR,"DVR 16 CANALES TURBO HD + 16 CANALES IP, 7200 SERIES",HIKVISION,IDS7216HUHIM2/S/A(E),1,,,16/02/2024,,,,,,,,,
S0608,AREA A,ESTACION BASE,"ESTACION BASE 2X2 MIMO AIRMAX LITE APC AC HASTA 450MBPS, 5 GHZ CON ANTENA INTEGRADA DE 17 DBI Y COBERTURA DE 90 GRADOS CON GPS 5YNC",UBIQUITI NETWORKS,LAPGPS,2,,,45342,,,,,,,,,
S0609,AREA A,BOBINA DE CABLE DE 305 M,"BOBINA DE CABLE DE 305 M (1000 ft) CAT 5E ALTO DESEMPENO COLOR GRIS UL PARA APLICACIONES DE VIDEOVIGILANCIA, REDES DE DATOS,,USO INTERIOR",LINKED PRO,PROCAT5E,1,,,16/02/2024,,,,,,,,,
S0610,AREA A,DISCO DURO,DISCO DURO PURPLE DE 2 TB PARA VIDEO VIGILANCIA,WESTERN DIGITAL (WD),WD23PURZ,1,,,16/02/2024,,,,,,,,,
S0611,AREA B,KIT DE TRANSCEPTORES (BALUNS),KIT DE TRANSCEPTORES CON TERMINAL PUSH SUPERIOR,EPCOM,TT101FTURBOS,5,,,16/02/2024,,,,,,,,,
S0612,AREA P3,ROSETA,"ROSETA DE TERMINACION, 4 PUERTOS SC, SIMPLEX, VACIA.",FIBRAMERICA,FAB-SOC-4B,9,,,45348,,,,,,,,,
S0613,AREA A,ROUTER,"ROUTER 300 MBPS WIRELES ROUTER, MODEM",HIKVISION,DS-3WR3N,3,,,16/02/2024,,,,,,,,,
S0614,AREA A,ROUTER,SWITCH POE ROUTER BOARD 100/240 VCC 50/60 HZ 2.5 MAX COLOR BLANCO,MIKROTIK,CRS112-8P-4S-IN,3,,,45338,,,,,,,,,
S0615,AREA P 3,PATCH ,"PATCH PANEL OPTICO 19"" 24 SC MATERIAL DE ACERO LAMINADO",Cablix,OPP-0624SIB,1,,,45348,,,,,,,,,
S0616,AREA P3,PATCH ,"PATCH PANEL 48 PUERTOS + 48 ADAPTADORES SC-APC. ESTRUCTURA GIRATORIA, ACERO LAMINADO.",FIBRAMERICA,FAB-FSP-S48,1,,,45348,,,,,,,,,
S0617,AREA P3,PATCH,"PATCH PANEL 24 PUERTOS SC/LC/E2000/FC RACK 19"" ACERO LAMINADO",FIBRAMERICA,FAB-FPX-P4-24,1,,,45348,,,,,,,,,
S0618,AREA P3,PATCH,"PATCH PANEL 12 PUERTOS SC/LC/E2000/FC RACK 19"" ACERO LAMINADO",FIBRAMERICA,FAB-FPX-P4-12,1,,,45348,,,,,,,,,
S0619,AREA B,CABLE DAC,CABLE DAC 1G/10G 1 METRO,LINKEDPRO,LP-DAC-1/10G-1M,1,,,45348,,,,,,,,,
S0620,AREA B,,"UFiber Módulo Ethernet RJ45 a SFP 10/100/1000 Mbps, distancia hasta 100 m",UBIQUITI,UACC-CM-RJ45-1G,3,,,26/02/2024,,,,,,,,,
S0621,AREA A,VFL,LASER VISUAL FAULT LOCATOR,,VFL,1,,,26/02/2024,,,,,,,,,
S0622,AREA OFICINA,MODULO TRANSCEPTOR,MODULO TRANSCEPTOR AZUL-MORADO 40 KM PAR,FS,SFP-10G-BX40,2,,,08/03/2024,,,,,,,,,
S0623,AREA OFICINA,MODULO TRANSCEPTOR,MODULO TRANSCEPTOR 10 KM ROJO,FS,SFP-10G-BX,1,,,08/03/2024,,,,,,,,,
S0624,AREA OFICINA,,,JUNIPER NETWORKS,740-021308,5,,,08/03/2024,,,,,,,,,
S0625,AREA OFICINA,,,HUAWEI,10G-1310nm,6,,,08/03/2024,,,,,,,,,
S0626,AREA OFICINA,,,HUAWEI,10G-1550nm,5,,,08/03/2024,,,,,,,,,
S0627,AREA OFICINA,,,HUAWEI,smartAXMA5671A,3,,,08/03/2024,,,,,,,,,
S0628,AREA OFICINA,,,HIRSCHMANN,SFP-GIG-LX/LCEEC,1,,,08/03/2024,,,,,,,,,
S0629,AREA OFICINA,,,,MGB-TSX,1,,,08/03/2024,,,,,,,,,
S0630,AREA OFICINA,,,HUAWEI,GPON-ONU-CLASS B+1,1,,,08/03/2024,,,,,,,,,
S0631,AREA OFICINA,CAMARA,CAMARA IP HIKVISION 4MP DOMO-LENTE 2.8MM IR30M-POE-IP67,HIKVISION,DS2CD2143G21,1,,,05/03/2024,,,,,,,,,
S0632,AREA OFICINA,MEMORIA USB,"MEMORIA USB DE 64GB/VERSION3.0/METALICA/COMPATIBLE CON WINDOWS, MAC Y LINUX",HIKSEMI,HUSUSBM200,5,,,05/03/2024,,,,,,,,,
S0633,AREA OFICINA,MEMORIA MICROSD,MEMORIA MICROSD CLASE10 DE 512GB ESPECIALIZADA PARA VIDEOVIGILANCIA(USO 24/7) COMPATIBLES CON CAMARAS HIKVISIONY OTRAS MARCAS /95MBS LECTURA/60 MBS ESCRITURA,HIKSEMI,HSTFEI/512G,1,,,05/03/2024,,,,,,,,,
S0634,,CABLE DE PARCHEO,CABLE DE PARCHEO UTP CAT 5E CON TERMINACION 110(PUNCHDOWN) PARA FACEPLACE AZUL,LINKED PRO,NK5EPC7BUY,0,,,05/03/2024,,,,,,,,,
S0635,AREA OFICINA,CAMARA,"CAMARA AUDIO POR COAXITRON/TURRET TURBOHD 5 MEGAPIXEL/ANGULO DE VISION 85.5 LENTE DE 2,8MM/30MT IREXIR/EXTENSION IP67/4 TECNOLOGIAS/DWDR",,E50TURBOG2/A,2,,,09/03/2024,,,,,,,,,
